id,text,category
127,招募勤工俭学同学（男女不限），日结150-200元，无需押金，线上兼职。加入QQ群：527486319，一起赚钱,1
128,学校勤工俭学服务中心QQ群，提供线上兼职信息。群号：687519423，快来了解一下,1
129,招聘勤工俭学兼职，每日结算，待遇优厚。加入QQ群：613574829，详聊,1
130,志愿者招募，无需经验，时间灵活，日结200元。加入QQ群：362895471，一起奉献爱心。,1
131,勤工俭学机会来啦，日结180元，无需押金，线上兼职。加入我们的QQ群：459731826，和小伙伴们一起赚外快吧,1
132,欢迎加入勤工俭学服务中心QQ群，平时空闲的同学可以了解一下兼职信息，群号：623189547。,1
133,急需勤工俭学，男女生不限，日结180元，线上兼职。加入QQ群：745819236，赶紧加入吧,1
134,招募10位勤工俭学同学（男女不限），日结150-200元，线上兼职，无需出校门。欢迎加入QQ群：925173846，一起赚钱,1
135,兼职勤工俭学，工资日结180元，无需出校门。欢迎加入QQ群：572931468，一起赚钱,1
136,急招勤工俭学，男女生不限，日结150-200元。欢迎加入QQ群：741286539，详聊,1
137,招募志愿者，无需经验，时间自由，日结180元。加入QQ群：513297648，一起参与公益活动吧,1
138,勤工俭学机会来了，工资日结150元，无需押金。加入QQ群：832715469，获取更多信息。,1
139,同学们好呀，这是我们学校勤工俭学协会服务中心的QQ群，平时空闲的同学可以加入群聊了解一下，明天将发布新的兼职信息，群号：679543218。,1
140,急需勤工俭学，男女生不限，日结180元，线上兼职，无需出校门。加入QQ群：835129476，赶紧加入吧,1
141,兼职勤工俭学，每日结算，待遇优厚。加入QQ群：619583247，详聊,1
142,欢迎加入勤工俭学服务中心QQ群，平时空闲的同学可以了解一下兼职信息，群号：618392457。,1
143,急需勤工俭学，男女生不限，日结180元，线上兼职。加入QQ群：738196452，赶紧加入吧,1
144,招募勤工俭学同学（男女不限），日结150-200元，无需押金，线上兼职。加入QQ群：524319786，一起赚钱,1
145,学校勤工俭学服务中心QQ群，提供线上兼职信息。群号：684215937，快来了解一下,1
146,招聘勤工俭学兼职，每日结算，待遇优厚。加入QQ群：613984275，详聊,1
147,同学们好，有没有想要做兼职的小伙伴呢？我们的勤工俭学服务中心QQ群欢迎大家加入，群内有发布兼职信息，群号：983725416。,1
148,招募勤工俭学，男女生不限，日结200元，线上兼职，无需出校门。加入QQ群：753928461，赶紧加入吧,1
149,兼职勤工俭学机会来了，每日结算，待遇优厚。加入QQ群：638591247，了解更多详情。,1
150,急需勤工俭学，日结180元，无需押金，线上兼职。欢迎加入QQ群：925836714，一起赚外快吧,1
151,招募志愿者，无需经验，时间灵活，日结150元。加入QQ群：417638592，一起为社会贡献力量。,1
152,勤工俭学机会来了，工资日结200元，无需出校门，线上兼职。加入QQ群：648217935，与小伙伴们一起赚钱,1
153,欢迎加入勤工俭学服务中心QQ群，平时空闲的同学可以了解一下兼职信息，群号：526439178。,1
154,急需勤工俭学，男女生不限，日结200元，线上兼职。加入QQ群：915283647，赶紧加入吧,1
155,招募10位勤工俭学同学（男女不限），日结150-200元，无需押金，线上兼职。欢迎加入QQ群：634829175，一起赚钱,1
156,兼职勤工俭学，工资日结200元，无需出校门。欢迎加入QQ群：732164895，一起赚钱,1
157,急招勤工俭学，男女生不限，日结150-200元。欢迎加入QQ群：647829513，详聊,1
158,招募志愿者，无需经验，时间自由，日结180元。加入QQ群：416529837，一起参与公益活动吧,1
159,勤工俭学机会来了，工资日结150元，无需押金。加入QQ群：821943567，获取更多信息。,1
160,同学们好呀，这是我们学校勤工俭学协会服务中心的QQ群，平时空闲的同学可以加入群聊了解一下，明天将发布新的兼职信息，群号：695843271。,1
161,急需勤工俭学，男女生不限，日结180元，线上兼职，无需出校门。加入QQ群：823745196，赶紧加入吧,1
162,招募勤工俭学同学（男女不限），日结150-200元，无需押金，线上兼职。加入QQ群：527194836，一起赚钱,1
163,学校勤工俭学服务中心QQ群，提供线上兼职信息。群号：691743528，快来了解一下,1
164,招聘勤工俭学兼职，每日结算，待遇优厚。加入QQ群：637591824，详聊,1
165,欢迎加入勤工俭学服务中心QQ群，平时空闲的同学可以了解一下兼职信息，群号：639147528。,1
166,急需勤工俭学，男女生不限，日结180元，线上兼职。加入QQ群：745928361，赶紧加入吧,1
167,招募10位勤工俭学同学（男女不限），日结150-200元，无需押金，线上兼职，无需出校门。欢迎加入QQ群：912734658，一起赚钱,1
168,兼职勤工俭学，工资日结180元，无需出校门。欢迎加入QQ群：517634829，一起赚钱,1
169,急招勤工俭学，男女生不限，日结150-200元。欢迎加入QQ群：742859136，详聊,1
170,招募志愿者，无需经验，时间自由，日结180元。加入QQ群：613429758，一起参与公益活动。,1
171,勤工俭学机会来了，工资日结150元，无需押金。加入QQ群：824619573，获取更多信息。,1
172,同学们好呀，这是我们学校勤工俭学协会服务中心的QQ群，平时空闲的同学可以加入群聊了解一下，明天将发布新的兼职信息，群号：635289174。,1
173,急需勤工俭学，男女生不限，日结180元，线上兼职，无需出校门。加入QQ群：721836495，赶紧加入吧,1
174,招募勤工俭学同学（男女不限），日结150-200元，无需押金，线上兼职。加入QQ群：549823671，一起赚钱,1
175,学校勤工俭学服务中心QQ群，提供线上兼职信息。群号：738612945，快来了解一下,1
176,招聘勤工俭学兼职，每日结算，待遇优厚。加入QQ群：612943587，详聊,1
177,欢迎加入勤工俭学服务中心QQ群，平时空闲的同学可以了解一下兼职信息，群号：523796814。,1
178,急需勤工俭学，男女生不限，日结180元，线上兼职。加入QQ群：754918263，赶紧加入吧,1
179,招募10位勤工俭学同学（男女不限），日结150-200元，无需押金，线上兼职。欢迎加入QQ群：639721845，一起赚钱,1
180,兼职勤工俭学，工资日结180元，无需出校门。欢迎加入QQ群：731946285，一起赚钱,1
181,急招勤工俭学，男女生不限，日结150-200元。欢迎加入QQ群：524379681，详聊,1
182,招募志愿者，无需经验，时间自由，日结180元。加入QQ群：639514782，一起参与公益活动吧,1
183,勤工俭学机会来了，工资日结150元，无需押金。加入QQ群：739415826，获取更多信息。,1
